TransactionID,Date,Amount,Category,Subcategory,Merchant,PaymentMethod,Location,UserID
998,2024-10-14 01:04:12.617339,87.6,Utilities,Water,"Jones, Ruiz and Anderson",Wallet,North Benjaminmouth,1
999,2024-07-03 16:56:45.829110,154.78,Entertainment,Games,"Garcia, Jackson and Molina",Cash,Fieldsborough,1
1000,2024-10-19 23:09:34.578074,284.51,Shopping,Clothing,Doyle Group,Credit Card,Port Audrey,4
1001,2024-12-18 17:32:02.314839,445.91,Shopping,Electronics,"Saunders, Berg and Miller",Credit Card,Klineton,4
1002,2025-04-05 08:16:25.031771,489.06,Entertainment,Movies,Mathews and Sons,Debit Card,Banksside,3
1003,2025-04-27 13:00:38.626536,285.77,Health,Clinic,Shepherd Group,UPI,East Brianaton,2
1004,2025-01-02 13:41:42.240644,298.88,Transport,Fuel,Wyatt Ltd,Credit Card,East Hector,5
1005,2024-07-01 08:50:27.631118,382.62,Entertainment,Concerts,Yang-Griffin,Debit Card,Fordshire,4
1006,2024-09-17 01:34:08.455943,314.37,Shopping,Clothing,"Lee, Smith and Velez",Debit Card,East Joshua,2
1007,2024-06-16 11:26:31.805200,640.31,Transport,Train,Mejia-Cannon,UPI,New Wendyburgh,5
1008,2024-06-12 20:43:10.535836,823.86,Health,Insurance,"Bell, Rodriguez and Cunningham",Debit Card,Patriciafurt,2
1009,2025-05-09 00:58:55.336595,76.77,Shopping,Home Goods,"Hill, Dalton and Jacobs",Wallet,Melissaborough,4
1010,2024-10-11 13:51:22.368517,303.22,Transport,Uber,"Peterson, Love and Rosario",Wallet,Barbaraland,4
1011,2024-06-23 16:29:56.293252,303.76,Shopping,Electronics,Mccoy Inc,UPI,Johnsonshire,2
1012,2025-05-11 14:29:47.113895,897.01,Entertainment,Games,Williams LLC,Cash,North Reneeborough,1
1013,2024-12-15 21:48:41.833603,23.99,Transport,Uber,Mccarthy-Scott,Cash,New William,4
1014,2024-12-06 22:28:57.183298,776.36,Utilities,Water,Miller-Hanson,Wallet,Huntberg,4
1015,2024-10-23 16:13:15.051652,37.98,Utilities,Internet,Boyd Ltd,UPI,Andrewmouth,3
1016,2024-08-11 23:42:25.041346,199.02,Utilities,Water,Morales and Sons,Wallet,Wrightmouth,5
1017,2024-11-27 06:23:35.983080,134.58,Food,Fast Food,"Parks, Pace and Wiley",Credit Card,Port James,1
1018,2024-09-25 10:30:03.986376,162.23,Health,Clinic,David Inc,Wallet,East Brittany,3
1019,2024-10-10 04:48:32.216961,383.81,Utilities,Internet,"Sanders, Gutierrez and Patterson",Debit Card,Port Barbara,3
1020,2024-06-26 12:32:18.360347,33.52,Health,Clinic,Pierce-Velasquez,Cash,Nathanside,1
1021,2024-07-08 11:09:02.492671,894.08,Shopping,Clothing,Fleming-Herring,Credit Card,Kathleenfort,3
1022,2025-04-22 07:10:21.823922,49.66,Entertainment,Concerts,Johnson and Sons,Debit Card,Estradamouth,1
1023,2024-10-20 16:06:20.589724,31.42,Entertainment,Games,"Parks, Jones and Davis",Cash,Lukeburgh,5
1024,2025-01-22 12:37:15.427094,302.46,Entertainment,Games,"White, Butler and Esparza",Debit Card,Lake Tristan,5
1025,2024-12-13 21:39:18.616196,136.43,Health,Clinic,Yoder-Jones,Credit Card,Freemanland,1
1026,2025-05-07 02:13:34.396714,915.86,Transport,Fuel,Garcia and Sons,Credit Card,Brandonville,2
1027,2025-02-22 05:23:56.178509,20.32,Transport,Train,Winters Group,Cash,East Emilyfurt,5
1028,2024-08-08 08:39:11.421102,810.37,Transport,Bus,"Stevens, Lane and Maxwell",Credit Card,Williamborough,4
1029,2024-12-20 12:57:42.101690,945.43,Food,Restaurants,Lee Ltd,UPI,North Nathanielborough,2
1030,2025-04-04 05:28:36.030033,301.76,Food,Restaurants,Wang Group,Credit Card,East Timothystad,3
1031,2025-03-16 17:14:23.287613,71.32,Utilities,Water,Rodriguez LLC,Debit Card,Morganville,4
1032,2024-07-26 17:07:03.040964,436.78,Transport,Train,West Inc,Wallet,West Joseshire,4
1033,2024-07-14 09:40:10.572944,653.2,Transport,Bus,"Price, Johnson and Jones",UPI,North Andrewstad,5
1034,2024-09-28 01:04:13.357638,74.62,Transport,Uber,Baird and Sons,UPI,Carsonland,5
1035,2025-05-19 06:59:45.707420,149.15,Utilities,Electricity,Love-Wright,Wallet,New Tiffanyburgh,1
1036,2024-06-21 01:13:31.961895,537.73,Shopping,Home Goods,Rodriguez-Buchanan,Debit Card,Mccormickville,2
1037,2025-03-17 10:58:22.470139,340.06,Utilities,Electricity,Monroe and Sons,Debit Card,New Lawrencetown,5
1038,2025-03-02 04:53:09.700215,578.32,Shopping,Home Goods,Spencer Group,Cash,Lake Richardside,1
1039,2025-04-13 17:48:58.225323,134.71,Transport,Bus,Phillips-Leach,Cash,South Robertmouth,1
1040,2024-11-07 20:52:37.549590,259.93,Shopping,Home Goods,Baker-Cooper,Credit Card,West Jeffreymouth,5
1041,2024-12-30 00:39:04.058262,307.66,Utilities,Internet,Moses-Daniel,Wallet,Wardhaven,5
1042,2025-02-06 09:27:39.849948,990.67,Utilities,Water,Johnson and Sons,UPI,Haleborough,3
1043,2025-01-27 11:34:39.908773,341.46,Health,Clinic,"Abbott, Mitchell and Stewart",Cash,Davidland,4
1044,2024-08-19 06:26:58.524333,396.36,Health,Clinic,Moran-Martin,Debit Card,Lake Coreystad,4
1045,2025-02-14 01:11:55.885776,419.36,Health,Clinic,Golden-Sawyer,Debit Card,Cohenville,4
1046,2024-07-14 12:47:15.284746,809.63,Health,Pharmacy,"Rocha, Tucker and Wolf",UPI,Fitzgeraldton,1
1047,2024-07-30 19:38:19.849867,972.3,Food,Fast Food,"Evans, Kidd and Nelson",Wallet,Markton,1
1048,2024-12-14 01:29:15.564397,264.66,Transport,Fuel,Oliver Group,Debit Card,New Jessicabury,2
1049,2024-07-24 11:02:57.733794,640.95,Utilities,Electricity,Silva LLC,UPI,West Jamiebury,3
1050,2024-12-10 12:09:02.502326,460.7,Shopping,Home Goods,Martinez PLC,Wallet,Lake Daleburgh,4
1051,2024-07-22 22:58:08.137093,470.52,Shopping,Electronics,Allison-Williams,Wallet,West Stephanieville,4
1052,2024-08-02 10:24:59.428125,628.26,Entertainment,Movies,Parker Inc,Debit Card,Lake Karlaside,1
1053,2025-02-27 00:41:02.996343,106.67,Health,Clinic,"Hansen, Cannon and Hampton",Debit Card,Marcborough,2
1054,2024-09-01 03:54:16.468389,618.17,Transport,Uber,"English, Duran and Rivas",Credit Card,Phillipsberg,5
1055,2024-07-23 02:33:09.009845,618.7,Transport,Fuel,"Watson, Macdonald and Griffith",Debit Card,Douglasshire,4
1056,2025-05-03 18:40:50.222545,354.88,Entertainment,Movies,"Miller, Huerta and Blankenship",Credit Card,Lake Brian,2
1057,2024-06-30 11:39:27.845952,203.1,Transport,Fuel,West-Johnson,UPI,South Michaelberg,1
1058,2024-08-03 07:35:03.491720,318.5,Shopping,Electronics,"Garza, Cox and Moreno",Credit Card,West Rebecca,2
1059,2024-05-26 16:02:12.997874,334.28,Shopping,Clothing,Terrell PLC,Cash,East Danielport,4
1060,2024-07-11 07:22:19.974745,956.36,Food,Fast Food,"Zamora, Jackson and Pacheco",Wallet,Port Brianton,5
1061,2024-10-21 09:00:11.626306,612.1,Food,Groceries,Weiss Group,Wallet,Gonzalesborough,2
1062,2024-05-27 00:33:00.047487,202.99,Health,Insurance,Miller LLC,Debit Card,Port Nicholasland,4
1063,2025-04-19 02:50:54.078573,145.1,Food,Restaurants,Avila LLC,UPI,Stephaniemouth,4
1064,2024-08-14 23:20:28.128778,440.9,Utilities,Water,"Kim, Wilson and Lester",Wallet,Scottstad,3
1065,2025-02-01 01:12:17.304490,635.73,Transport,Uber,Olsen Group,Cash,Ryanhaven,1
1066,2024-12-08 07:16:10.236153,924.03,Health,Pharmacy,Morales PLC,UPI,Lake Sarah,1
1067,2024-09-01 21:17:11.357553,780.85,Transport,Train,Mendoza-Rodriguez,Cash,North Douglaston,2
1068,2024-08-11 08:49:47.225448,916.02,Entertainment,Games,Alexander-Stewart,Debit Card,Howardview,5
1069,2025-02-02 21:58:39.362170,403.87,Entertainment,Games,"Bishop, Duke and Lewis",Wallet,South Darrell,5
1070,2025-03-31 10:04:57.660834,506.67,Health,Pharmacy,Torres-Davidson,Wallet,East Andreborough,4
1071,2024-12-19 18:26:00.066684,378.93,Transport,Train,"Vargas, Cole and Sosa",Credit Card,Morrisport,5
1072,2024-07-27 00:16:45.457083,124.95,Health,Pharmacy,Russell LLC,Credit Card,South Stephenshire,2
1073,2024-05-31 16:09:37.820416,759.47,Transport,Train,Morales-Holmes,Debit Card,Rowlandfurt,4
1074,2025-03-19 11:23:01.480236,817.89,Food,Fast Food,Nguyen-Beard,UPI,Tammystad,4
1075,2025-03-28 17:48:23.131254,251.66,Food,Restaurants,Moses-Short,Debit Card,New Annettechester,1
1076,2025-03-18 23:38:18.329328,188.85,Transport,Fuel,Taylor Ltd,Wallet,New Marissa,3
1077,2024-09-09 11:23:22.005071,911.2,Transport,Fuel,Roberts Ltd,Debit Card,Sarahview,1
1078,2024-11-24 06:10:03.579615,723.35,Health,Clinic,"Blair, Smith and Leblanc",Wallet,Lake Robert,3
1079,2025-01-06 03:44:55.678344,635.29,Shopping,Home Goods,King Ltd,UPI,West Fernando,4
1080,2024-06-21 11:40:30.592112,580.71,Shopping,Clothing,"Carlson, Smith and Walton",Debit Card,Sandersport,2
1081,2025-02-06 17:29:19.447413,252.59,Food,Groceries,Andrews-Wong,Wallet,South Jordan,2
1082,2024-06-18 02:48:23.741822,413.72,Food,Fast Food,Murphy Group,UPI,West Ricardoview,1
1083,2025-02-01 06:34:25.052894,934.66,Entertainment,Games,Wells Group,Credit Card,North Gregoryshire,5
1084,2024-11-02 17:54:20.997142,832.74,Health,Pharmacy,"Patterson, Leonard and Spencer",Debit Card,New Carmenville,3
1085,2024-06-16 03:37:32.899377,195.74,Utilities,Water,Snyder-Wilson,Cash,Stewartmouth,4
1086,2025-05-05 19:42:57.332902,517.46,Health,Insurance,Clark-Woodward,Credit Card,Port Jessica,5
1087,2025-05-16 14:56:59.633399,113.88,Transport,Train,Mays Ltd,Credit Card,Lake Kennethfort,1
1088,2024-05-25 04:05:38.440774,222.64,Utilities,Electricity,"Tran, Vincent and Stokes",UPI,Samuelberg,2
1089,2024-05-21 07:09:17.020329,634.24,Food,Fast Food,"Schultz, Stone and Hodges",Cash,Port Todd,2
1090,2024-12-22 18:23:46.012455,23.93,Entertainment,Concerts,"Martin, Hopkins and Gonzalez",Credit Card,Lake Zachary,5
1091,2025-04-01 18:59:23.723546,826.87,Entertainment,Concerts,Hall PLC,UPI,Colinport,5
1092,2024-06-26 21:41:08.434787,65.85,Shopping,Electronics,White-Ramirez,UPI,New Juanstad,2
1093,2025-01-05 05:57:18.987633,183.62,Entertainment,Movies,Taylor PLC,Credit Card,Port Andrea,4
1094,2024-05-27 09:57:22.455723,532.16,Transport,Bus,Clark Ltd,UPI,Kaiserchester,2
1095,2025-03-18 14:32:32.666119,946.58,Food,Fast Food,"Johnson, Jefferson and Gonzales",Wallet,Barrettland,5
1096,2025-02-11 13:52:00.755780,966.38,Entertainment,Games,Morgan Ltd,Cash,Baxterfort,1
1097,2025-03-24 10:25:00.354868,466.41,Transport,Uber,Edwards-Hayes,Credit Card,North Erikatown,1
1098,2024-07-29 21:08:07.363467,955.86,Entertainment,Movies,"Morales, Davis and Haynes",UPI,Davisport,4
1099,2025-05-01 09:07:06.768547,572.92,Health,Insurance,Parker-Martinez,Wallet,Davisview,3
1100,2025-01-17 15:44:16.399256,741.6,Health,Pharmacy,"Ramirez, Cooper and Rojas",Credit Card,Lake Denise,4
1101,2025-04-25 12:22:08.759022,62.59,Shopping,Clothing,"Hernandez, Cummings and Townsend",UPI,East John,4
1102,2025-02-03 00:55:12.592120,541.13,Shopping,Home Goods,"Castro, Reynolds and Newman",Debit Card,New Rubenville,4
1103,2024-07-29 16:05:21.853901,757.71,Entertainment,Concerts,Allen-Brown,UPI,Daybury,5
1104,2025-02-11 17:56:56.405430,394.22,Utilities,Internet,Roberts-Henry,UPI,Bryantside,2
1105,2024-11-16 15:34:10.782757,290.49,Utilities,Electricity,Schneider PLC,Debit Card,Jonathanchester,1
1106,2024-09-23 16:35:33.508297,387.38,Health,Pharmacy,Patterson PLC,UPI,East Gary,5
1107,2025-03-12 05:34:25.832424,648.02,Food,Groceries,Meyer PLC,Credit Card,New Robertshire,1
1108,2024-10-18 01:07:25.904857,141.8,Shopping,Electronics,Clarke-Bennett,Cash,Port Dillonport,5
1109,2025-02-22 20:51:49.370044,11.87,Food,Groceries,"Rowe, Jones and Goodman",Credit Card,Travisport,5
1110,2024-05-30 14:40:17.679293,492.3,Entertainment,Movies,Farrell LLC,UPI,Theresaborough,4
1111,2024-07-07 03:12:34.625959,740.18,Shopping,Clothing,"Smith, Bowen and Simon",Credit Card,North Joshua,3
1112,2024-11-25 14:03:47.990875,345.39,Entertainment,Movies,Fry-Walker,Cash,West Natalieport,5
1113,2024-10-26 19:10:27.254843,786.23,Entertainment,Games,Roth PLC,Credit Card,Briannafort,5
1114,2024-12-10 12:24:07.687447,387.95,Health,Pharmacy,Henry Ltd,Credit Card,Yvetteborough,5
1115,2024-09-05 04:47:22.695451,601.37,Utilities,Internet,"Cooper, Wang and Phillips",Credit Card,Lake Brandonland,5
1116,2024-09-22 20:07:00.427091,496.5,Food,Groceries,"Henry, Woods and Jones",Wallet,Johnsonborough,5
1117,2024-10-20 10:30:25.642876,465.74,Shopping,Electronics,"Ayala, Miller and Weiss",Wallet,Ricardotown,2
1118,2025-04-19 10:11:07.502458,584.58,Transport,Bus,Carter-Davis,UPI,South Alexander,1
1119,2024-11-14 06:50:06.967777,395.23,Entertainment,Movies,Edwards PLC,Cash,New Oscarhaven,1
1120,2024-12-03 15:38:28.197177,309.75,Entertainment,Movies,Harris and Sons,UPI,North Chrisfort,2
1121,2025-03-25 01:45:46.024467,215.8,Food,Fast Food,Fitzgerald Group,Cash,Morrisonburgh,2
1122,2025-03-03 07:14:01.134527,436.76,Transport,Fuel,Johnson Inc,Credit Card,West Justin,2
1123,2025-04-20 13:17:44.111349,333.54,Transport,Uber,"Campbell, Hernandez and Mitchell",Wallet,South Anthonytown,3
1124,2024-07-03 15:49:12.294150,140.12,Entertainment,Movies,Brown-Martinez,Wallet,East Micheleville,4
1125,2024-10-10 22:28:38.087312,179.32,Transport,Uber,Rodriguez-Weaver,Credit Card,Andrewburgh,2
1126,2025-01-04 16:48:04.295890,155.92,Health,Clinic,"Collins, Pitts and Riggs",Cash,Lake Michael,5
1127,2025-05-01 03:51:05.906334,98.25,Utilities,Electricity,"Todd, Baker and Savage",Debit Card,South Eddietown,4
1128,2024-12-23 14:12:22.144965,691.93,Utilities,Electricity,"Rhodes, Thornton and Graves",Cash,Morganbury,5
1129,2024-09-18 07:17:22.297313,506.93,Health,Clinic,Cohen and Sons,Credit Card,North Cody,2
1130,2024-07-29 12:47:45.033267,469.6,Food,Groceries,Ruiz-Carpenter,Wallet,Michaelborough,2
1131,2024-06-11 11:48:51.630478,136.69,Utilities,Electricity,Savage-Vaughn,Credit Card,Ericport,4
1132,2024-08-03 12:59:07.992899,878.19,Utilities,Internet,"Garcia, Long and Orr",UPI,Port Markville,5
1133,2025-04-21 01:18:34.156645,668.75,Entertainment,Games,Cruz-Henderson,Wallet,New Stuart,5
1134,2025-01-26 07:50:56.369008,812.99,Transport,Uber,Huang PLC,Debit Card,Marshallmouth,3
1135,2024-07-24 18:50:38.916980,36.34,Health,Insurance,Morris and Sons,UPI,Port Kathrynland,1
1136,2024-06-04 04:21:17.535195,181.42,Entertainment,Games,Norton and Sons,Credit Card,Matthewhaven,1
1137,2024-09-30 08:40:04.511577,619.86,Health,Insurance,Lee-Mcclain,UPI,Odombury,3
1138,2024-11-27 00:19:51.530101,63.03,Food,Restaurants,Miller Inc,UPI,New Sharon,3
1139,2024-09-11 03:54:05.006291,556.74,Transport,Uber,Thomas-Lewis,Wallet,North Justin,1
1140,2025-02-06 16:05:14.034771,842.27,Shopping,Electronics,Tran-Silva,Debit Card,Marcuston,3
1141,2024-10-19 15:01:49.113826,904.77,Food,Fast Food,Skinner and Sons,Credit Card,Campbellland,1
1142,2024-08-30 16:42:22.338753,36.25,Utilities,Water,"Frederick, Vasquez and Russo",UPI,Sergiotown,3
1143,2024-08-13 12:14:54.333794,432.99,Shopping,Clothing,Franco-Sandoval,Wallet,Chrismouth,5
1144,2024-09-13 20:38:30.183842,803.56,Utilities,Electricity,Ibarra Group,Wallet,South Carrie,1
1145,2024-09-14 00:27:23.927801,278.87,Shopping,Electronics,"Davis, Davis and Garrett",UPI,South Ambershire,5
1146,2024-05-23 04:26:00.519580,274.66,Food,Fast Food,Lopez Group,Wallet,North Stephanieshire,5
1147,2025-04-27 22:22:40.215388,528.02,Transport,Fuel,Johnson and Sons,Credit Card,South Katiechester,4
1148,2025-01-18 14:12:35.908370,494.75,Utilities,Internet,"Wilson, Stewart and Perez",Debit Card,South Seanton,3
1149,2024-10-18 13:45:14.762609,610.29,Entertainment,Games,White-Sullivan,Debit Card,Melissabury,2
1150,2025-02-05 17:16:03.909948,768.73,Entertainment,Games,Huang Ltd,UPI,New Raymond,3
1151,2024-06-17 06:56:47.592480,948.55,Food,Restaurants,"Lowe, Oneal and Grant",Debit Card,Shannonview,5
1152,2024-06-15 18:16:33.083558,111.14,Health,Insurance,Fuller-Pierce,Debit Card,Robinsonfort,3
1153,2025-05-03 08:27:18.737842,18.78,Food,Groceries,Lopez-Herrera,Wallet,North Danielberg,5
1154,2025-03-24 16:32:41.388651,134.72,Food,Restaurants,Campbell PLC,Credit Card,Michaelberg,4
1155,2024-09-15 13:45:43.690202,424.84,Utilities,Internet,Phelps-Hale,UPI,South Anthony,1
1156,2024-10-19 20:22:19.829057,492.86,Utilities,Electricity,Raymond-Koch,Debit Card,East Amandaland,1
1157,2025-02-02 17:39:02.091699,213.73,Shopping,Electronics,"Crosby, Gonzalez and Haas",UPI,New Susan,4
1158,2025-01-31 18:39:45.020903,699.03,Entertainment,Games,Lyons-Cox,Credit Card,East Michael,3
1159,2025-05-02 16:26:58.816865,788.48,Food,Restaurants,Castro Group,UPI,Alecborough,1
1160,2024-10-12 07:55:07.348787,647.1,Utilities,Internet,Harris and Sons,Debit Card,Cookmouth,3
1161,2024-10-31 03:38:09.892272,612.66,Health,Pharmacy,Martin Group,Credit Card,Andersonville,5
1162,2024-07-25 20:48:37.387857,580.61,Food,Restaurants,Hawkins-Johnson,UPI,Angelaberg,1
1163,2025-03-15 23:37:16.124701,705.26,Utilities,Electricity,"Murphy, Price and Becker",Wallet,South Rachelville,5
1164,2025-01-01 14:28:43.430770,399.95,Food,Groceries,Guerra Ltd,Debit Card,East Yolanda,3
1165,2025-02-08 11:34:59.308033,883.2,Shopping,Electronics,Johnson Inc,Wallet,Kennethshire,4
1166,2024-06-26 07:31:33.819397,105.35,Shopping,Clothing,"Weiss, Herrera and Mckee",Wallet,Port Katherineburgh,1
1167,2024-06-02 19:57:46.375238,361.27,Utilities,Internet,"Simpson, Hughes and Ramirez",UPI,Mooneyburgh,2
1168,2024-10-08 01:55:26.733102,915.98,Food,Restaurants,"Chang, Blackwell and Brown",Debit Card,Port Michele,3
1169,2024-11-24 21:03:51.480196,410.72,Entertainment,Games,Morrison-Foster,Wallet,Rodriguezside,4
1170,2025-05-18 21:31:13.161912,453.08,Utilities,Electricity,"Wilson, Clark and Brown",Credit Card,Lake Darrellville,1
1171,2024-10-26 14:50:29.050729,853.6,Food,Groceries,"Brown, Cox and Lam",Wallet,Craigport,2
1172,2024-06-26 19:48:56.725600,501.14,Food,Groceries,Garcia-Baldwin,UPI,New Amy,2
1173,2024-10-20 14:00:24.810373,522.42,Utilities,Electricity,Gonzalez-Lam,Debit Card,Juliemouth,5
1174,2024-07-24 08:18:43.574967,305.05,Shopping,Home Goods,Mccall-Hammond,Wallet,East Jodishire,5
1175,2024-06-13 18:22:09.408344,331.54,Health,Pharmacy,"Johnston, Frey and Obrien",Credit Card,East Shannon,3
1176,2024-07-09 15:08:35.377474,128.38,Shopping,Electronics,Brandt PLC,Wallet,Christinemouth,1
1177,2024-06-12 07:09:12.261830,466.35,Health,Insurance,"Briggs, Hughes and Singh",UPI,North Sharonville,5
1178,2025-01-17 15:18:19.857330,711.37,Food,Fast Food,Rose Inc,UPI,Port Josephhaven,4
1179,2025-04-01 23:08:17.555074,598.63,Health,Pharmacy,Perry Inc,UPI,Port Jessefort,5
1180,2024-12-02 22:07:34.058864,231.3,Utilities,Internet,Vaughn Group,Cash,Port Anthony,5
1181,2025-02-25 03:44:31.553749,803.32,Food,Restaurants,Harper LLC,UPI,Michaelfort,5
1182,2025-05-03 19:34:15.871075,560.63,Shopping,Home Goods,Hobbs and Sons,Debit Card,Velasquezborough,5
1183,2025-05-12 14:18:48.761448,328.43,Entertainment,Concerts,"Cook, Moreno and Fox",UPI,Fordmouth,1
1184,2025-01-29 06:00:10.990485,592.25,Food,Fast Food,"Miller, Costa and Smith",Debit Card,Meganburgh,3
1185,2024-09-28 16:34:21.612570,62.34,Shopping,Clothing,Freeman and Sons,Cash,West Michael,2
1186,2024-06-22 10:45:57.984792,41.13,Transport,Bus,Wilson-Howard,Debit Card,Scotttown,5
1187,2024-09-05 18:18:45.231347,863.36,Utilities,Water,"Rodgers, Summers and Walton",Wallet,Kristenberg,2
1188,2024-10-13 08:23:04.422256,246.09,Food,Restaurants,Ruiz Inc,Debit Card,South Deniseside,2
1189,2024-06-20 19:25:32.075531,432.63,Transport,Train,"Alexander, Caldwell and Johnson",Debit Card,Aaronborough,3
1190,2024-07-09 05:54:06.256125,426.41,Transport,Bus,Mendoza PLC,Debit Card,Howardmouth,4
1191,2025-03-28 07:21:27.236956,139.86,Utilities,Electricity,"White, Solomon and Blair",Debit Card,Moorebury,1
1192,2024-07-28 03:13:13.703354,614.82,Shopping,Electronics,"Petersen, Marshall and Conley",Cash,Morganview,4
1193,2025-02-03 13:22:09.610597,358.85,Transport,Uber,Lane PLC,UPI,Ericaville,2
1194,2024-10-11 11:16:41.388054,173.05,Food,Fast Food,Coleman-Lee,UPI,Cookbury,3
1195,2024-11-23 18:00:44.401272,163.85,Utilities,Electricity,Rhodes Group,UPI,Port Lisa,5
1196,2024-09-02 09:07:44.167515,641.33,Entertainment,Movies,"Rodriguez, Boone and Garcia",Wallet,New Amanda,1
1197,2025-01-31 08:40:51.200882,776.78,Entertainment,Games,Gomez Group,Credit Card,Marystad,2
1198,2024-12-28 12:59:00.934114,246.42,Food,Groceries,Hatfield Ltd,UPI,Brownhaven,5
1199,2024-09-01 19:21:14.529168,334.85,Health,Pharmacy,Rodriguez-Williams,Debit Card,New Sean,2
1200,2024-10-15 03:57:53.853750,86.48,Health,Clinic,Wilson PLC,Cash,Lake Moniquefort,4
1201,2025-03-17 22:21:20.544397,120.62,Shopping,Clothing,Brown-Diaz,Wallet,Port Carlos,4
1202,2024-07-16 09:45:40.406157,888.86,Health,Insurance,Murray-Mitchell,Wallet,Fordshire,2
1203,2024-08-23 15:56:05.961375,880.67,Food,Fast Food,"Lowe, Garcia and Brown",Wallet,Lake Troyland,5
1204,2024-11-20 05:22:35.761633,386.74,Utilities,Internet,Rivera-Mcdonald,UPI,Reynoldsfort,5
1205,2024-06-18 07:17:05.592735,898.02,Food,Restaurants,Perez PLC,Cash,Blankenshipchester,2
1206,2024-06-25 16:11:46.774178,69.62,Shopping,Electronics,Lambert Group,Debit Card,Valerietown,5
1207,2024-05-21 03:51:08.939156,462.45,Health,Pharmacy,Peterson Inc,Wallet,Juliestad,3
1208,2025-01-22 08:45:25.812357,200.25,Shopping,Home Goods,"Vega, Carpenter and Miller",Credit Card,East Timothyfurt,5
1209,2024-09-12 15:55:32.136918,400.51,Shopping,Electronics,Reyes LLC,Debit Card,Michaelchester,1
1210,2024-05-28 19:41:40.426937,817.28,Transport,Uber,"Harris, Hess and Wright",Credit Card,South Kelly,3
1211,2024-12-18 08:18:14.949097,633.01,Utilities,Electricity,Garrett-Lambert,Wallet,Jeremiahtown,4
1212,2025-01-04 01:59:11.391214,397.82,Shopping,Home Goods,Powell-Livingston,Debit Card,South Cassandra,3
1213,2024-11-13 01:36:52.734539,964.52,Health,Clinic,Norris-Coleman,Credit Card,Leemouth,2
1214,2024-11-26 13:07:12.637189,909.56,Food,Fast Food,Paul-Taylor,UPI,Billyville,5
1215,2025-03-17 06:56:01.511174,89.94,Utilities,Electricity,Ferguson Inc,Debit Card,Shannonfort,1
1216,2024-06-14 12:56:07.043233,980.9,Food,Fast Food,Williams-Wu,Cash,Carterstad,5
1217,2024-09-02 13:21:53.447308,280.94,Shopping,Electronics,Cooper-Becker,Debit Card,Hollyborough,2
1218,2025-04-17 19:45:00.759400,987.12,Food,Fast Food,Wilson-Randolph,UPI,Taraside,5
1219,2024-06-13 03:21:31.339631,370.67,Shopping,Clothing,Simmons-Blevins,Wallet,South James,1
1220,2024-09-08 11:10:26.836869,622.84,Food,Fast Food,Griffin LLC,Cash,North Amy,2
1221,2024-07-29 02:50:16.005733,609.49,Health,Insurance,Martinez-Morris,Wallet,West Lisa,5
1222,2025-04-13 07:15:47.565695,483.68,Health,Clinic,"Murray, Holt and Conway",Debit Card,Melissamouth,4
1223,2025-03-21 00:29:27.305595,203.3,Entertainment,Games,"Clark, Ward and Everett",Debit Card,South Amanda,3
1224,2024-11-07 09:46:40.129779,14.7,Entertainment,Movies,"Valenzuela, Love and Montoya",Wallet,Muellermouth,3
1225,2024-07-14 10:31:00.822490,658.17,Health,Clinic,Stokes Group,Debit Card,Port Rachelbury,3
1226,2025-02-04 06:47:08.961100,896.7,Health,Insurance,Martin Group,Debit Card,Reginaldton,4
1227,2024-11-09 02:53:44.862593,996.82,Food,Groceries,"Erickson, Turner and Campbell",Credit Card,Davidmouth,3
1228,2025-01-25 14:35:39.398525,711.95,Entertainment,Games,"Clark, Davis and Bell",Cash,East Kathymouth,5
1229,2024-11-07 13:46:01.188678,261.12,Food,Fast Food,Simpson-Nelson,Wallet,Rodriguezfort,1
1230,2024-06-01 21:11:31.976614,526.53,Utilities,Internet,Allen Group,UPI,New Susanberg,2
1231,2024-07-12 09:14:27.118502,438.47,Health,Pharmacy,Wilson-Clark,Wallet,Heatherberg,4
1232,2025-01-01 07:20:32.367478,497.12,Food,Groceries,Perez LLC,Cash,Lake Paul,3
1233,2024-12-09 12:03:22.577077,519.85,Food,Groceries,"Ross, Vaughn and Short",Credit Card,Elizabethland,1
1234,2024-09-30 01:55:56.179878,403.98,Entertainment,Concerts,"Johnson, Mitchell and Martin",Credit Card,Crawfordton,1
1235,2025-01-21 01:45:18.443570,730.74,Utilities,Water,Shelton Ltd,Wallet,Ronaldside,3
1236,2025-03-27 21:03:38.158327,415.26,Shopping,Clothing,Malone-Kramer,Cash,Kentfort,4
1237,2024-05-31 06:26:51.529544,12.24,Transport,Fuel,Wilson Group,Credit Card,Martinezton,5
1238,2024-10-01 18:55:53.274670,644.26,Shopping,Electronics,Soto PLC,UPI,Ramirezmouth,2
1239,2024-09-12 04:21:23.815329,909.39,Health,Clinic,Bullock-Wright,Cash,Roseview,4
1240,2024-10-16 12:03:16.614936,954.93,Utilities,Water,Hill-Chen,Wallet,Port Kathleenfort,3
1241,2024-06-21 11:40:48.608308,639.21,Entertainment,Concerts,Harris PLC,Debit Card,Barnetttown,1
1242,2024-11-08 13:12:18.914253,739.77,Shopping,Electronics,"Clark, Henderson and Rodriguez",Cash,East Waynehaven,3
1243,2025-03-30 18:20:45.315318,564.32,Entertainment,Games,Jones PLC,Cash,Shawnbury,1
